PromptID,Market,Persona,Subject,Category,Prompt,Model 1,Model 2,Model 3,Organisation,ExpertiseArea,Intent,Platform,PromptSource,PersonaTemplateID,GenerationMethod
UOS-0333,India,Prospective Student (Postgraduate),General,Reputation,Which UK universities have the strongest reputation for postgraduate study?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0334,India,Prospective Student (Postgraduate),General,Reputation,Which universities are most respected by employers for postgraduate qualifications?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0335,India,Prospective Student (Postgraduate),General,Reputation,Which universities provide the best return on investment for a master's degree?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0336,India,Prospective Student (Postgraduate),General,Reputation,Which universities are most popular with postgraduate students from India?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0337,India,Prospective Student (Postgraduate),General,Reputation,Which universities offer the strongest international reputation?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0338,India,Prospective Student (Postgraduate),General,Reputation,Which universities would you recommend for postgraduate study from India?,OpenAI,Gemini,Perplexity,University of Southampton,Reputation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0339,India,Prospective Student (Postgraduate),General,Academic Experience,Which universities provide the strongest postgraduate teaching?,OpenAI,Gemini,Perplexity,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0340,India,Prospective Student (Postgraduate),General,Academic Experience,Which universities offer the best postgraduate learning experience?,OpenAI,Gemini,Perplexity,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0341,India,Prospective Student (Postgraduate),General,Academic Experience,Which universities provide the strongest academic support for master's students?,OpenAI,Gemini,Perplexity,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0342,India,Prospective Student (Postgraduate),General,Academic Experience,Which universities give postgraduate students the best access to academics?,OpenAI,Gemini,Perplexity,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0343,India,Prospective Student (Postgraduate),General,Academic Experience,Which universities provide the best opportunities to develop professional skills?,OpenAI,Gemini,Perplexity,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0344,India,Prospective Student (Postgraduate),General,Academic Experience,Which universities have the strongest postgraduate learning communities?,OpenAI,Gemini,Perplexity,University of Southampton,Academic Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0345,India,Prospective Student (Postgraduate),General,Research & Innovation,Which universities provide the strongest research environment?,OpenAI,Gemini,Perplexity,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0346,India,Prospective Student (Postgraduate),General,Research & Innovation,Which universities have the best research facilities?,OpenAI,Gemini,Perplexity,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0347,India,Prospective Student (Postgraduate),General,Research & Innovation,Which universities offer the strongest links between research and industry?,OpenAI,Gemini,Perplexity,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0348,India,Prospective Student (Postgraduate),General,Research & Innovation,Which universities provide the best opportunities to work on innovative research?,OpenAI,Gemini,Perplexity,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0349,India,Prospective Student (Postgraduate),General,Research & Innovation,Which universities have the strongest international research collaborations?,OpenAI,Gemini,Perplexity,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0350,India,Prospective Student (Postgraduate),General,Research & Innovation,Which universities are recognised for research excellence?,OpenAI,Gemini,Perplexity,University of Southampton,Research & Innovation,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0351,India,Prospective Student (Postgraduate),General,Careers & Employability,Which universities have the strongest postgraduate employment outcomes?,OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0352,India,Prospective Student (Postgraduate),General,Careers & Employability,Which universities produce graduates with the highest salaries?,OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0353,India,Prospective Student (Postgraduate),General,Careers & Employability,Which universities offer the strongest employer connections?,OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0354,India,Prospective Student (Postgraduate),General,Careers & Employability,Which universities provide the best careers support for postgraduate students?,OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0355,India,Prospective Student (Postgraduate),General,Careers & Employability,Which universities offer the best opportunities to remain in the UK after graduation?,OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0356,India,Prospective Student (Postgraduate),General,Careers & Employability,Which universities are most recognised by employers in India?,OpenAI,Gemini,Perplexity,University of Southampton,Careers & Employability,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0357,India,Prospective Student (Postgraduate),General,Student Experience,Which universities provide the best postgraduate experience for international students?,OpenAI,Gemini,Perplexity,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0358,India,Prospective Student (Postgraduate),General,Student Experience,Which universities have the largest Indian postgraduate communities?,OpenAI,Gemini,Perplexity,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0359,India,Prospective Student (Postgraduate),General,Student Experience,Which universities provide the strongest support for postgraduate students?,OpenAI,Gemini,Perplexity,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0360,India,Prospective Student (Postgraduate),General,Student Experience,Which universities offer the safest and most welcoming environments?,OpenAI,Gemini,Perplexity,University of Southampton,Student Experience,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0361,India,Prospective Student (Postgraduate),General,Location,Which UK university cities offer the best balance of cost and career opportunities?,OpenAI,Gemini,Perplexity,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0362,India,Prospective Student (Postgraduate),General,Location,Which universities provide the best value for money?,OpenAI,Gemini,Perplexity,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0363,India,Prospective Student (Postgraduate),General,Location,Which universities offer the most scholarships for Indian students?,OpenAI,Gemini,Perplexity,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0364,India,Prospective Student (Postgraduate),General,Location,Which universities have the lowest living costs?,OpenAI,Gemini,Perplexity,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0365,India,Prospective Student (Postgraduate),General,Location,Which universities provide the best accommodation for postgraduate students?,OpenAI,Gemini,Perplexity,University of Southampton,Location,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0366,India,Prospective Student (Postgraduate),General,International Recognition,Which universities have the strongest global alumni networks?,OpenAI,Gemini,Perplexity,University of Southampton,International Recognition,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
UOS-0367,India,Prospective Student (Postgraduate),General,International Recognition,Which universities are most recognised internationally?,OpenAI,Gemini,Perplexity,University of Southampton,International Recognition,,OpenRouter,generated,uos_prompt_library,uos_prompt_library_v1
