PromptID,Market,Persona,Subject,Category,Prompt,Model 1,Model 2,Model 3
,Hong Kong,Research Professional,General,Collaboration & Partnerships,Which universities are best positioned for long-term UK–Hong Kong research partnerships?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Collaboration & Partnerships,Which universities have the strongest international academic partnership networks?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Collaboration & Partnerships,Which universities are most experienced in joint research programmes with overseas institutions?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Collaboration & Partnerships,Which universities have the strongest industry collaboration track record?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Collaboration & Partnerships,"Which universities are best at developing partnerships that span academia, business and government?",OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Collaboration & Partnerships,"Which universities have the strongest record of joint centres, seed funding or researcher exchange programmes?",OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Collaboration & Partnerships,Which universities are most effective at sustaining international partnerships beyond a single project?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Funding & Innovation,Which UK universities secure the highest levels of competitive research funding?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Funding & Innovation,Which universities have the strongest track record of UKRI-funded research?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Funding & Innovation,Which universities are best positioned to develop jointly funded international research programmes?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Funding & Innovation,Which universities attract the strongest industrial research investment?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Funding & Innovation,Which universities are most successful at commercialising research?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Funding & Innovation,Which universities have the strongest support for collaborative grant development?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Research Impact,Which universities demonstrate the strongest societal and economic impact from research?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Research Impact,Which universities have the strongest record of influencing public policy?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Research Impact,Which universities are most successful at translating research into new technologies or services?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Research Impact,Which universities have the strongest knowledge-transfer performance?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Research Impact,Which universities have the best record of turning international research collaborations into measurable impact?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Research Impact,Which universities combine strong citation impact with real-world application?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Academic Experience,Which UK universities attract the strongest international research talent?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Academic Experience,Which universities offer the best access to internationally recognised academics?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Academic Experience,Which universities have the strongest doctoral and early-career researcher communities?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Academic Experience,Which universities provide the best opportunities for researcher mobility between the UK and Hong Kong?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Academic Experience,Which universities have the strongest global academic and alumni networks?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Research & Innovation,Which UK universities would make the strongest long-term strategic research partner for a Hong Kong organisation?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Collaboration & Partnerships,"Which universities combine research excellence, international collaboration and commercial engagement most effectively?",OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Collaboration & Partnerships,Which universities would be strongest partners for establishing a joint research centre or programme?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Research & Innovation,Which universities are best positioned to connect a Hong Kong partner into wider UK and European research networks?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Research & Innovation,Which universities offer the greatest potential for long-term research and innovation collaboration?,OpenAI,DeepSeek,Gemini
,Hong Kong,Research Professional,General,Research & Innovation,"If you could recommend five UK universities for a strategic partnership with a Hong Kong organisation, which would you choose and why?",OpenAI,DeepSeek,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),General,Reputation,Which UK universities have the strongest reputation among employers in the United Arab Emirates?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),General,Reputation,Which UK universities are most highly regarded in the Gulf for undergraduate study?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),General,Reputation,Which UK universities have the strongest global reputation?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),General,Reputation,Which universities consistently perform well in major international rankings?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),General,Reputation,Which UK universities have the strongest alumni networks in the United Arab Emirates and wider Gulf?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),General,Reputation,Which UK universities are most recognised by multinational employers in the Middle East?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),General,Reputation,Which universities offer the best balance of prestige and undergraduate experience?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),General,Reputation,Which UK universities are most popular with students from the United Arab Emirates?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),General,Reputation,Which universities have the strongest international profile and employer recognition?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),General,Reputation,Which UK universities would you most recommend to an undergraduate student from the United Arab Emirates?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),General,Academic Experience,Which UK universities are known for excellent undergraduate teaching?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),General,Academic Experience,Which universities provide the strongest academic support for international students?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),General,Academic Experience,Which universities offer the best practical and industry-connected learning experience?,OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),General,Academic Experience,"Which universities provide the best access to lecturers, tutors and academic support?",OpenAI,Anthropic,Gemini
,United Arab Emirates,Prospective Student (Undergraduate),General,Academic Experience,Which universities offer the strongest opportunities to develop leadership and professional skills?,OpenAI,Anthropic,Gemini
